Rank,Title,basename,Genre,ESRB_Rating,Platform,PublisherName,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,img_url
879,Need for Speed: Hot Pursuit,need-for-speed-hot-pursuit,Racing,E10,X360,Electronic Arts,Criterion Games,8.8,,,2.2,1.03,0.96,0,0.21,2010,https://www.vgchartz.com/games/boxart/full_need-for-speed-hot-pursuit_656AmericaFront.jpg
880,Frogger,frogger,Action,,2600,Parker Bros.,Konami,,,,2.2,2.06,0.12,,0.02,1982,https://www.vgchartz.com/games/boxart/7351891ccc.jpg
881,Rock Band 2,rock-band-2,Misc,T,X360,MTV Games,Harmonix Music Systems,9.2,,,2.2,1.78,0.24,,0.18,2008,https://www.vgchartz.com/games/boxart/full_8393471AmericaFrontccc.jpg
882,R.B.I. Baseball,rbi-baseball,Sports,,NES,Tengen,Namco,,,,2.2,0.15,,2.05,,1988,https://www.vgchartz.com/games/boxart/2883362ccc.jpg
883,Wario Land 3,wario-land-3,Platform,E,GB,Nintendo,Nintendo R&D1,,,2.2,,,,,,2000,https://www.vgchartz.com/games/boxart/full_9869088AmericaFrontccc.jpg
884,Wario Land 4,wario-land-4,Platform,E,GBA,Nintendo,Nintendo R&D1,,,2.2,,,,,,2001,https://www.vgchartz.com/games/boxart/2673699ccc.jpg
885,Yokai Watch Blasters: Red Cat Corps / White Dog Squad,yokai-watch-blasters-red-cat-corps,Role-Playing,E10,3DS,Nintendo,Level 5,,,2.2,,,,,,2018,https://www.vgchartz.com/games/boxart/full_9614181AmericaFrontccc.jpg
886,BioShock 2,bioshock-2,Shooter,M,X360,2K Games,2K Marin,8.6,,,2.2,1.45,0.54,0.02,0.2,2010,https://www.vgchartz.com/games/boxart/full_8209982AmericaFrontccc.jpg
887,High School Musical: Makin' the Cut!,high-school-musical-makin-the-cut,Puzzle,E,DS,Disney Interactive Studios,Artificial Mind and Movement,7.3,,,2.2,1.06,0.9,,0.23,2007,https://www.vgchartz.com/games/boxart/5204468ccc.jpg
888,Final Fantasy XIII,final-fantasy-xiii,Role-Playing,T,X360,Square Enix,Square Enix,8.1,,,2.19,1.3,0.67,0.01,0.21,2010,https://www.vgchartz.com/games/boxart/full_1819815AmericaFrontccc.jpg
889,Skylanders SWAP Force,skylanders-swap-force,Platform,E10,Wii,Activision,Beenox,,,,2.19,1.23,0.77,,0.19,2013,https://www.vgchartz.com/games/boxart/full_4664409AmericaFrontccc.jpg
890,FIFA 15,fifa-15,Sports,E,XOne,EA Sports,EA Canada,7.9,,,2.19,0.64,1.39,,0.16,2014,https://www.vgchartz.com/games/boxart/full_7194287AmericaFrontccc.jpg
891,Star Wars: Knights of the Old Republic,star-wars-knights-of-the-old-republic,Role-Playing,T,XB,LucasArts,BioWare Corp.,9.4,,,2.19,1.68,0.44,,0.08,2003,https://www.vgchartz.com/games/boxart/4120162ccc.jpg
892,Donkey Kong Country,donkey-kong-country,Platform,E,GBC,Nintendo,Rare Ltd.,9.1,,2.19,,,,,,2000,https://www.vgchartz.com/games/boxart/full_5744926AmericaFrontccc.jpg
893,Kirby's Pinball Land,kirbys-pinball-land,Misc,,GB,Nintendo,HAL Laboratory,,,2.19,,,,,,1993,https://www.vgchartz.com/games/boxart/full_8442632AmericaFrontccc.jpg
894,Mario Party 10,mario-party-10,Misc,E,WiiU,Nintendo,"Nd Cube Co., Ltd.",6.3,,2.19,,,,,,2015,https://www.vgchartz.com/games/boxart/full_2881504PALFrontccc.jpg
895,Pro Evolution Soccer 2012,pro-evolution-soccer-2012,Sports,E,PS3,Konami,Konami,7.5,,,2.19,0.34,0.97,0.55,0.32,2011,https://www.vgchartz.com/games/boxart/full_pro-evolution-soccer-2012_544AmericaFront.jpg
896,Saints Row,saints-row,Action,M,X360,THQ,Volition Inc.,8,,,2.18,1.17,0.77,0.02,0.22,2006,https://www.vgchartz.com/games/boxart/full_8556259AmericaFrontccc.jpg
897,Need for Speed: Payback,need-for-speed-payback,Racing,T,PS4,Electronic Arts,Ghost Games,5.8,,,2.18,0.62,1.18,0.04,0.34,2017,https://www.vgchartz.com/games/boxart/full_6891468AmericaFrontccc.jpg
898,Yu-Gi-Oh: Duel Monsters 4,yu-gi-oh-duel-monsters-4,Role-Playing,,GB,Konami,Konami,,,,2.18,,,2.17,0.01,2000,https://www.vgchartz.com/games/boxart/full_4145556AmericaFrontccc.jpg
899,ATV Offroad Fury 2,atv-offroad-fury-2,Racing,E,PS2,Sony Computer Entertainment,Rainbow Studios,8.7,,,2.18,1.92,0.2,,0.06,2002,https://www.vgchartz.com/games/boxart/3017359ccc.jpg
900,Destiny: The Taken King,destiny-the-taken-king,Shooter,T,PS4,Activision,Bungie,,,,2.18,0.97,0.8,0.05,0.36,2015,https://www.vgchartz.com/games/boxart/full_7434846AmericaFrontccc.jpg
901,Spyro Reignited Trilogy,spyro-reignited-trilogy,Platform,,PS4,Activision,Toys for Bob,,,,2.17,0.75,1.07,,0.35,2018,https://www.vgchartz.com/games/boxart/full_9751338AmericaFrontccc.jpg
902,Mario Party 5,mario-party-5,Misc,E,GC,Nintendo,Hudson Soft,5.9,,2.17,,,,,,2003,https://www.vgchartz.com/games/boxart/full_4454739AmericaFrontccc.jpg
903,Star Wars: Rogue Squadron,star-wars-rogue-squadron,Simulation,T,N64,LucasArts,Factor 5,9,,2.17,,,,,,1998,https://www.vgchartz.com/games/boxart/full_1987179AmericaFrontccc.jpg
904,Tennis,tennis,Sports,,NES,Nintendo,Nintendo,,,2.17,,,,,,1985,https://www.vgchartz.com/games/boxart/full_771818AmericaFrontccc.jpg
905,Scribblenauts,scribblenauts,Puzzle,E10,DS,Warner Bros. Interactive,5TH Cell,8.2,,,2.17,1.67,0.3,0.02,0.18,2009,https://www.vgchartz.com/games/boxart/full_7385847AmericaFrontccc.jpg
906,PlayerUnknown's Battlegrounds,playerunknowns-battlegrounds,Shooter,T,XOne,Microsoft Studios,PUBG Corporation,,,,2.17,1.29,0.69,,0.2,2017,https://www.vgchartz.com/games/boxart/full_8126502AmericaFrontccc.jpg
907,Need for Speed Rivals,need-for-speed-rivals,Racing,E10,PS4,Electronic Arts,Ghost Games,,,,2.17,0.75,1.04,0.03,0.35,2013,https://www.vgchartz.com/games/boxart/full_6386296AmericaFrontccc.jpg
908,PlayStation VR Worlds,playstation-vr-worlds,Misc,M,PS4,Sony Interactive Entertainment,SIE London Studio,,,,2.16,0.36,1.4,0.09,0.32,2016,https://www.vgchartz.com/games/boxart/full_1726720AmericaFrontccc.jpg
909,Devil May Cry,devil-may-cry,Action,M,PS2,Capcom,Capcom,9.1,9.3,2.16,,,,,,2001,https://www.vgchartz.com/games/boxart/full_8688619AmericaFrontccc.jpg
910,The Sims: House Party,the-sims-house-party,Simulation,T,PC,Maxis,Maxis,,,,2.16,1.23,0.83,,0.1,2001,https://www.vgchartz.com/games/boxart/8030792ccc.jpg
911,Your Shape featuring Jenny McCarthy,your-shape-featuring-jenny-mccarthy,Sports,E,Wii,Ubisoft,Ubisoft,6,,,2.16,1.5,0.46,,0.19,2009,https://www.vgchartz.com/games/boxart/full_4603698PALFrontccc.jpg
912,Syphon Filter 2,syphon-filter-2,Shooter,M,PS,989 Studios,Eidetic,,,,2.15,1.5,0.55,0.02,0.08,2000,https://www.vgchartz.com/games/boxart/54796ccc.jpg
913,Battlefield: Hardline,battlefield-hardline,Shooter,M,PS4,Electronic Arts,EA DICE,,,,2.15,0.72,0.97,0.14,0.33,2015,https://www.vgchartz.com/games/boxart/full_2652928AmericaFrontccc.png
914,How to Survive 2,how-to-survive-2,Action,,PC,Unknown,EKO Software,,,2.15,,,,,,2015,https://www.vgchartz.com/games/boxart/full_8394432AmericaFrontccc.jpg
915,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,inazuma-eleven-3-lightning-bolt,Role-Playing,,DS,Level 5,Level 5,,,2.15,,,,,,2010,https://www.vgchartz.com/games/boxart/full_557966JapanFrontccc.jpg
916,Mario & Luigi: Superstar Saga,mario-amp-luigi-superstar-saga,Role-Playing,E,GBA,Nintendo,AlphaDream Corporation,8.8,,2.15,,,,,,2003,https://www.vgchartz.com/games/boxart/full_2266145AmericaFrontccc.jpg
917,Volleyball,volleyball,Sports,,NES,Nintendo,Nintendo R&D1,,,2.15,,,,,,1987,https://www.vgchartz.com/games/boxart/628856ccc.jpg
918,Banished,banished,Misc,,PC,Falcom,Unknown,,,2.15,,,,,,2014,https://www.vgchartz.com/games/boxart/full_9962625AmericaFrontccc.jpg
919,Mahjong,mahjong,Misc,,NES,Nintendo,Nintendo,,,2.14,,,,,,1983,https://www.vgchartz.com/games/boxart/full_6724089JapanFrontccc.jpg
920,Mario & Sonic at the Olympic Games,mario-amp-sonic-at-the-olympic-games,Sports,E,Wii,Sega,Sega,7.2,,2.14,,,,,,2007,https://www.vgchartz.com/games/boxart/full_5623030AmericaFrontccc.jpg
921,R.C. Pro-Am,rc-pro-am,Racing,,NES,Nintendo,Rare Ltd.,,,2.14,,,,,,1988,https://www.vgchartz.com/games/boxart/6537179ccc.jpg
922,SimCity 2000,simcity-2000,Simulation,E,PC,Maxis,Maxis,8,,,2.14,1.2,0.84,,0.1,1993,https://www.vgchartz.com/games/boxart/1195402ccc.jpg
923,Super Mario RPG: Legend of the Seven Stars,super-mario-rpg-legend-of-the-seven-stars,Role-Playing,E,SNES,Nintendo,SquareSoft,,,2.14,,,,,,1996,https://www.vgchartz.com/games/boxart/full_super-mario-rpg-legend-of-the-seven-stars_2AmericaFront.jpg
924,Call of Duty: Roads to Victory,call-of-duty-roads-to-victory,Shooter,T,PSP,Activision,Amaze Entertainment,6.1,,,2.14,0.52,1.03,,0.59,2007,https://www.vgchartz.com/games/boxart/4489967ccc.jpg
925,Demon Attack,demon-attack,Shooter,,2600,Imagic,Imagic,,,,2.13,1.99,0.12,,0.02,1982,https://www.vgchartz.com/games/boxart/6174127ccc.jpg
926,Dance Dance Revolution Extreme,dance-dance-revolution-extreme,Simulation,E,PS2,Konami,Konami Computer Entertainment Tokyo,,,,2.13,1.04,0.81,,0.27,2004,https://www.vgchartz.com/games/boxart/full_9917743AmericaFrontccc.jpg
927,NBA 2K12,nba-2k12,Sports,E,PS3,2K Sports,Visual Concepts,9,,,2.13,1.62,0.27,0.05,0.18,2011,https://www.vgchartz.com/games/boxart/full_nba-2k12_24AmericaFront.jpg
928,Borderlands,borderlands,Shooter,M,PS3,2K Games,Gearbox Software,8.2,,,2.12,1.22,0.61,,0.29,2009,https://www.vgchartz.com/games/boxart/full_3184871AmericaFrontccc.jpg
929,Mortal Kombat (2011),mortal-kombat-2011,Fighting,M,X360,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.6,,,2.12,1.64,0.31,,0.17,2011,https://www.vgchartz.com/games/boxart/full_4560317AmericaFrontccc.jpg
930,Project Gotham Racing,project-gotham-racing,Racing,E,XB,Microsoft,Bizarre Creations,8.4,,,2.12,1.37,0.61,0.05,0.09,2001,https://www.vgchartz.com/games/boxart/9360554ccc.jpg
931,Golf,golf,Sports,E,GB,Nintendo,Nintendo,,,2.12,,,,,,1990,https://www.vgchartz.com/games/boxart/full_golf_8AmericaFront.jpg
932,NBA 2K11,nba-2k11,Sports,E,X360,2K Sports,Visual Concepts,8.8,,,2.11,1.86,0.12,0.01,0.13,2010,https://www.vgchartz.com/games/boxart/full_nba-2k11_5AmericaFront.jpg
933,Tony Hawk's Pro Skater,tony-hawks-pro-skater,Sports,E,N64,Activision,Edge of Reality,9.3,,,2.11,1.68,0.4,,0.03,2000,https://www.vgchartz.com/games/boxart/7039316ccc.jpg
934,PES 2009: Pro Evolution Soccer,pes-2009-pro-evolution-soccer,Sports,E,PS3,Konami,Konami,7.7,,,2.11,0.11,1.34,0.4,0.26,2008,https://www.vgchartz.com/games/boxart/full_605562AmericaFrontccc.jpg
935,Need for Speed: Hot Pursuit 2,need-for-speed-hot-pursuit-2,Racing,E,PS2,Electronic Arts,EA Seattle,8.7,,,2.11,1.68,0.31,0.02,0.09,2002,https://www.vgchartz.com/games/boxart/277263ccc.jpg
936,Project Gotham Racing (JP weekly sales),project-gotham-racing-jp-weekly-sales,Racing,,XB,Microsoft,Bizarre Creations,,,,2.1,1.54,0.44,0.04,0.07,2002,https://www.vgchartz.com/games/boxart/full_project-gotham-racing-jp-weekly-sales_591JapanFront.jpg
937,Scooby-Doo! Night of 100 Frights,scooby-doo-night-of-100-frights,Platform,E,PS2,THQ,Heavy Iron Studios,,,,2.1,1.17,0.72,,0.22,2002,https://www.vgchartz.com/games/boxart/6422027ccc.jpg
938,ARMS,arms,Fighting,E10,NS,Nintendo,Nintendo EPD,7.9,,2.1,,,,,,2017,https://www.vgchartz.com/games/boxart/full_84620AmericaFrontccc.png
939,Killzone: Shadow Fall,killzone-shadow-fall,Shooter,M,PS4,Sony Computer Entertainment,Guerrilla Games,9,,2.1,,,,,,2013,https://www.vgchartz.com/games/boxart/full_664576AmericaFrontccc.jpg
940,Kirby: Nightmare in Dream Land,kirby-nightmare-in-dream-land,Platform,E,GBA,Nintendo,HAL Laboratory,8.1,,2.1,,,,,,2002,https://www.vgchartz.com/games/boxart/9013066ccc.jpg
941,Onimusha 2: Samurai's Destiny,onimusha-2-samurais-destiny,Adventure,M,PS2,Capcom,Capcom,8.5,,2.1,,,,,,2002,https://www.vgchartz.com/games/boxart/99372ccc.jpg
942,Battlefield 4,battlefield-4,Shooter,M,XOne,Electronic Arts,EA DICE,,,,2.09,1.26,0.65,,0.19,2013,https://www.vgchartz.com/games/boxart/full_339436AmericaFrontccc.png
943,Need for Speed: Most Wanted 5-1-0,need-for-speed-most-wanted-5-1-0,Racing,E10,PSP,Electronic Arts,EA Black Box,7.4,,,2.09,1.77,0.13,0.02,0.17,2005,https://www.vgchartz.com/games/boxart/2450595ccc.jpg
944,Derby Stallion,derby-stallion,Sports,,PS,ASCII Entertainment,ParityBit,,,,2.09,,,1.96,0.14,1997,https://www.vgchartz.com/games/boxart/full_5662735JapanFrontccc.jpg
945,Just Dance 2015,just-dance-2015,Music,E10,Wii,Ubisoft,Ubisoft Paris,,,,2.09,1,0.91,,0.18,2014,https://www.vgchartz.com/games/boxart/full_7471574AmericaFrontccc.jpg
946,Dark Souls III,dark-souls-iii,Role-Playing,M,PS4,Namco Bandai Games,From Software,,,2.09,,,,,,2016,https://www.vgchartz.com/games/boxart/full_6276285AmericaFrontccc.jpg
947,Finding Nemo,finding-nemo,Action,E,PS2,THQ,Traveller's Tales,,,,2.09,1.26,0.6,0.05,0.18,2003,https://www.vgchartz.com/games/boxart/4661250ccc.jpg
948,Madden NFL 15,madden-nfl-15,Sports,E,X360,EA Sports,EA Tiburon,,,,2.09,1.8,0.06,,0.22,2014,https://www.vgchartz.com/games/boxart/full_2513208AmericaFrontccc.jpg
949,Grand Theft Auto: Episodes from Liberty City,grand-theft-auto-episodes-from-liberty-city,Adventure,M,PS3,Rockstar Games,Rockstar North,9,,,2.09,0.62,0.99,0.13,0.34,2010,https://www.vgchartz.com/games/boxart/full_9948178AmericaFrontccc.jpg
950,Total War: WARHAMMER,total-war-warhammer,Strategy,,PC,Sega,Creative Assembly,,,2.09,,,,,,2016,https://www.vgchartz.com/games/boxart/full_6185222PALFrontccc.jpg
951,Tetris Worlds,tetris-worlds,Puzzle,E,PS2,THQ,Blue Planet Software,,,,2.08,1.11,0.71,,0.27,2002,https://www.vgchartz.com/games/boxart/full_3830035AmericaFrontccc.jpg
952,Sim Theme Park,sim-theme-park,Strategy,E,PC,Electronic Arts,Bullfrog Productions,8.1,,,2.08,2.04,0.04,,,1999,https://www.vgchartz.com/games/boxart/full_2112537AmericaFrontccc.jpg
953,Rock Band,rock-band,Misc,T,Wii,MTV Games,Harmonix Music Systems,8.2,,,2.08,1.33,0.56,,0.2,2008,https://www.vgchartz.com/games/boxart/full_720979AmericaFrontccc.jpg
954,Portal 2,portal-2,Shooter,E10,X360,Valve,Valve Software,9.6,,,2.08,1.41,0.49,0.01,0.17,2011,https://www.vgchartz.com/games/boxart/full_portal-2_551AmericaFront.jpg
955,Donkey Kong Country: Tropical Freeze,donkey-kong-country-tropical-freeze,Platform,E,NS,Nintendo,Retro Studios,9.1,9.1,2.08,,,,,,2018,https://www.vgchartz.com/games/boxart/full_2418105AmericaFrontccc.jpg
956,Mario Party 7,mario-party-7,Misc,E,GC,Nintendo,Hudson Soft,6,,2.08,,,,,,2005,https://www.vgchartz.com/games/boxart/full_5179365AmericaFrontccc.jpg
957,Yokai Watch 3: Sushi / Tempura / Sukiyaki,yokai-watch-3-sushi,Role-Playing,,3DS,Level 5,Level 5,,,2.08,,,,,,2016,https://www.vgchartz.com/games/boxart/full_893006JapanFrontccc.jpg
958,Wipeout: The Game,wipeout-the-game,Misc,E10,Wii,Activision,Endemol,,,,2.08,1.94,,,0.14,2010,https://www.vgchartz.com/games/boxart/full_8800849AmericaFrontccc.jpg
959,Metal Gear Solid: Peace Walker,metal-gear-solid-peace-walker,Action,T,PSP,Konami,Kojima Productions,8.6,,,2.08,0.46,0.42,0.96,0.25,2010,https://www.vgchartz.com/games/boxart/full_9978864AmericaFrontccc.jpg
960,Spec Ops: Airborne Commando,spec-ops-airborne-commando,Shooter,T,PS,Gotham Games,Big Grub,,,,2.07,1.54,0.46,,0.08,2002,https://www.vgchartz.com/games/boxart/full_3309391AmericaFrontccc.jpg
961,Dance Dance Revolution: Hottest Party,dance-dance-revolution-hottest-party,Simulation,E10,Wii,Konami,Bemani,,,,2.07,1.35,0.53,,0.19,2007,https://www.vgchartz.com/games/boxart/3540614ccc.jpg
962,The Sims 2: Pets,the-sims-2-pets,Simulation,E,DS,Electronic Arts,Maxis,4.8,,,2.07,0.92,0.93,,0.22,2006,https://www.vgchartz.com/games/boxart/full_7194469AmericaFrontccc.jpg
963,Rise of the Tomb Raider,rise-of-the-tomb-raider,Adventure,M,PS4,Square Enix,Crystal Dynamics,,,,2.07,0.61,1.08,0.05,0.32,2016,https://www.vgchartz.com/games/boxart/full_927091AmericaFrontccc.png
964,UFC 2009 Undisputed,ufc-2009-undisputed,Fighting,T,X360,THQ,Yuke's Osaka,8.4,,,2.07,1.48,0.39,0,0.19,2009,https://www.vgchartz.com/games/boxart/full_7176439AmericaFrontccc.jpg
965,Yu-Gi-Oh! The Eternal Duelist Soul,yu-gi-oh-the-eternal-duelist-soul,Strategy,E,GBA,Konami,Konami Computer Entertainment Japan,,,,2.07,1.64,0.36,,0.07,2002,https://www.vgchartz.com/games/boxart/2308762ccc.jpg
966,LittleBigPlanet 3,littlebigplanet-3,Platform,E,PS4,Sony Computer Entertainment,Sumo Digital,,,,2.06,0.78,0.93,0.01,0.34,2014,https://www.vgchartz.com/games/boxart/full_1011555AmericaFrontccc.jpg
967,Professor Layton and the Last Specter,professor-layton-and-the-last-specter,Adventure,E10,DS,Nintendo,Level 5,8.4,,2.06,,,,,,2011,https://www.vgchartz.com/games/boxart/full_professor-layton-and-the-last-specter_25AmericaFront.jpg
968,The Incredibles,the-incredibles,Action,E,GBA,THQ,Helixe,5.4,,,2.06,1.15,0.77,0.04,0.1,2004,https://www.vgchartz.com/games/boxart/8299340ccc.jpg
969,Call of Duty 2,call-of-duty-2,Shooter,T,X360,Activision,Infinity Ward,8.8,9.1,,2.06,1.84,0.04,0.01,0.16,2005,https://www.vgchartz.com/games/boxart/full_5196183AmericaFrontccc.jpg
970,Hitman: Absolution,hitman-absolution,Action,M,PS3,Square Enix,IO Interactive,,,,2.06,0.59,1.08,0.07,0.32,2012,https://www.vgchartz.com/games/boxart/full_9681133AmericaFrontccc.jpg
971,Toy Story 3: The Video Game,toy-story-3-the-video-game,Action,E,DS,Disney Interactive Studios,Avalanche Software,,,,2.06,0.89,0.95,0.02,0.21,2010,https://www.vgchartz.com/games/boxart/full_7914896AmericaFrontccc.jpg
972,R4: Ridge Racer Type 4,r4-ridge-racer-type-4,Racing,E,PS,Namco,Namco,9.1,,,2.06,0.68,0.46,0.79,0.13,1999,https://www.vgchartz.com/games/boxart/full_5621072AmericaFrontccc.jpg
973,Tom Clancy's Splinter Cell: Conviction,tom-clancys-splinter-cell-conviction,Action,M,X360,Ubisoft,Ubisoft Montreal,8.6,,,2.06,1.2,0.62,0.04,0.19,2010,https://www.vgchartz.com/games/boxart/full_7305262AmericaFrontccc.jpg
974,Need for Speed: Undercover,need-for-speed-undercover,Racing,T,PS3,Electronic Arts,EA Vancouver,5.9,,,2.06,0.63,1.01,0.05,0.38,2008,https://www.vgchartz.com/games/boxart/full_8917255AmericaFrontccc.jpg
975,Need for Speed: ProStreet,need-for-speed-prostreet,Racing,E10,X360,Electronic Arts,EA Black Box,7.1,,,2.05,1.04,0.79,0.01,0.21,2007,https://www.vgchartz.com/games/boxart/full_2163996AmericaFrontccc.jpg
976,The Elder Scrolls Online: Tamriel Unlimited,the-elder-scrolls-online-tamriel-unlimited,MMO,M,PS4,Bethesda Softworks,ZeniMax Online Studios,,,,2.05,0.74,0.98,,0.33,2015,https://www.vgchartz.com/games/boxart/full_6126086AmericaFrontccc.jpg
977,Mortal Kombat vs DC Universe,mortal-kombat-vs-dc-universe,Fighting,T,PS3,Midway Games,Midway Amusement Games,7.6,,,2.05,1.52,0.29,,0.25,2008,https://www.vgchartz.com/games/boxart/full_9497640AmericaFrontccc.jpg
978,NBA Jam,nba-jam,Sports,,GEN,Arena Entertainment,Iguana Entertainment,,,,2.05,1.75,0.25,,0.05,1993,https://www.vgchartz.com/games/boxart/1140127ccc.jpg
979,Famista '89 - Kaimaku Han!!,famista-89-kaimaku-han,Sports,,NES,Namco,Namco,,,,2.05,,,2.05,,1989,https://www.vgchartz.com/games/boxart/full_8183705JapanFrontccc.jpg
980,Dark Souls,dark-souls,Role-Playing,M,PS3,Namco Bandai,From Software,9,,,2.05,0.75,0.53,0.54,0.22,2011,https://www.vgchartz.com/games/boxart/full_dark-souls_567AmericaFront.jpg
981,Middle-Earth: Shadow of War,middle-earth-shadow-of-war,Action,M,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,,,,2.04,0.82,0.84,0.06,0.33,2017,https://www.vgchartz.com/games/boxart/full_4998678AmericaFrontccc.jpg
982,SOCOM: U.S. Navy SEALs: Combined Assault,socom-us-navy-seals-combined-assault,Shooter,T,PS2,Sony Computer Entertainment,Zipper Interactive,,,,2.04,1.74,0.02,,0.28,2006,https://www.vgchartz.com/games/boxart/4837390ccc.jpg
983,Need for Speed: ProStreet,need-for-speed-prostreet,Racing,E10,PS3,Electronic Arts,EA Black Box,7.2,,,2.04,0.73,0.91,0.04,0.36,2007,https://www.vgchartz.com/games/boxart/3962299ccc.jpg
984,Madden NFL 25,madden-nfl-25,Sports,E,PS3,Electronic Arts,EA Tiburon,7.5,,,2.04,1.62,0.03,,0.38,2013,https://www.vgchartz.com/games/boxart/full_3929995AmericaFrontccc.jpg
985,Carnival Games,carnival-games,Misc,E,DS,2K Play,Cat Daddy Games,,,,2.04,1.22,0.63,,0.19,2008,https://www.vgchartz.com/games/boxart/full_4285911AmericaFrontccc.jpg
986,Peter Jackson's King Kong: The Official Game of the Movie,peter-jacksons-king-kong-the-official-game-of-the-movie,Action,T,PS2,Ubisoft,Ubisoft Montpellier,,,,2.04,0.71,1.02,,0.31,2005,https://www.vgchartz.com/games/boxart/9313458ccc.jpg
987,Dead or Alive 3,dead-or-alive-3,Fighting,T,XB,Tecmo,Team Ninja,8.3,,2.04,,,,,,2001,https://www.vgchartz.com/games/boxart/9098869ccc.jpg
988,PGR4 - Project Gotham Racing 4,pgr4-project-gotham-racing-4,Racing,E,X360,Microsoft Game Studios,Bizarre Creations,8.6,,,2.04,0.48,1.28,0.02,0.25,2007,https://www.vgchartz.com/games/boxart/full_2000268AmericaFrontccc.jpg
989,Dance Central 2,dance-central-2,Music,T,X360,Microsoft,Harmonix Music Systems,8.6,,,2.04,1.45,0.41,0.01,0.16,2011,https://www.vgchartz.com/games/boxart/full_dance-central-2_712AmericaFront.jpg
990,Dragon Quest XI: Echoes of an Elusive Age,dragon-quest-xi-echoes-of-an-elusive-age,Role-Playing,T,PS4,Square Enix,Square Enix,10,,,2.04,0.29,0.22,1.43,0.1,2018,https://www.vgchartz.com/games/boxart/full_3596609AmericaFrontccc.jpg
991,NBA 2K17,nba-2k17,Sports,E,XOne,2K Sports,Visual Concepts,8.8,,,2.04,1.7,0.12,,0.21,2016,https://www.vgchartz.com/games/boxart/full_4651786AmericaFrontccc.jpg
992,Skate 3,skate-3,Sports,T,PS3,EA Sports,EA Black Box,,,,2.03,0.79,0.93,,0.32,2010,https://www.vgchartz.com/games/boxart/full_1218783AmericaFrontccc.jpg
993,1080: TenEighty Snowboarding,1080-teneighty-snowboarding,Sports,E,N64,Nintendo,Nintendo EAD,9.1,,2.03,,,,,,1998,https://www.vgchartz.com/games/boxart/5154346ccc.jpg
994,Mario Hoops 3 on 3,mario-hoops-3-on-3,Sports,E,DS,Nintendo,Square Enix,7.1,,2.03,,,,,,2006,https://www.vgchartz.com/games/boxart/full_4122275AmericaFrontccc.jpg
995,Serious Sam 3: BFE,serious-sam-3-bfe,Shooter,M,PC,Devolver Digital,Croteam,7,,2.03,,,,,,2011,https://www.vgchartz.com/games/boxart/full_serious-sam-3-bfe_767AmericaFront.jpg
996,Rayman Raving Rabbids: TV Party,rayman-raving-rabbids-tv-party,Misc,E10,Wii,Ubisoft,Ubisoft Paris,7.1,,,2.03,0.72,1.08,,0.23,2008,https://www.vgchartz.com/games/boxart/full_6378091AmericaFrontccc.jpg
